film_name,year,song_name,singer(s),music_director,lyricist,duration
Hadh Kar Di Aapne,2000,Oye Raaju Pyaar Na Kariyo,Anand Raj Anand,"Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
Hadh Kar Di Aapne,2000,Phir Tote Se Boli Maina,"Udit Narayan , Anuradha Paudwal , Vinod Rathod , Sudesh Bhosle","Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
Hadh Kar Di Aapne,2000,Turi Ruri Rappa,"Anand Raj Anand , Anuradha Paudwal , Vinod Rathod , Vibha Sharma , Mohammad Aziz","Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
Hera Pheri,2000,Mujhse Milti Hai Ek Ladki Rozana (Not used in the film),"Udit Narayan , Alka Yagnik",Anu Malik,,6:00
Hera Pheri,2000,Jab Bhi Koi Haseena,K.K.,Anu Malik,,6:40
Hera Pheri,2000,Main Ladki Pom Pom,"Abhijeet Bhattacharya , Kavita Krishnamurthy",Anu Malik,,6:12
Hera Pheri,2000,Denewala Jab Bhi Deta Deta Chhappar Phaad Ke,"Abhijeet Bhattacharya, Vinod Rathod , Hariharan",Anu Malik,,6:50
Hera Pheri,2000,Humba Leela,"Abhijeet Bhattacharya, Vinod Rathod , Hariharan",Anu Malik,,7:58
Hera Pheri,2000,Tun Tunak Tun,"Richa Sharma , K.K. (in film)","Lalit Sen, Bally Sagoo",,7:06
Hera Pheri,2000,Sun Zara (Not used in the film),"Udit Narayan, Alka Yagnik",Anu Malik,,7:15
Hera Pheri,2000,Tun Tunak Tun (Dance Mix),Richa Sharma,Lalit Sen,,2:43
Hey Ram,2000,Ram Ram,"Kamal Haasan , Shruti Haasan",Ilaiyaraaja,Kamal Haasan,
Hey Ram,2000,Nee Partha,"Asha Bhosle , Hariharan , Rani Mukherjee",Ilaiyaraaja,"Kamal Haasan, Jibanananda Das",
Hey Ram,2000,Pollatha Madhana Paanam,"Mahalakshmi Iyer , Anupama Deshpande",Ilaiyaraaja,"Vaali , Jagdish Khebudkar",
Hey Ram,2000,Vaaranam Aayiram (Vaishnava Janatho),"Kanapadikal, Vibha Sharma",Ilaiyaraaja,"Narsinh Mehta , Andal , Gnanakoothan",
Hey Ram,2000,Isaiyil Thodanguthamma,Ajoy Chakrabarty,Ilaiyaraaja,Ilaiyaraaja,
Hey Ram,2000,Sanyaas Mantra,"Kamal Haasan, Hema Malini",Ilaiyaraaja,,
Hey Ram,2000,Ramaranalum,"Kamal Haasan, Jolly Mukherjee , Hariharan",Ilaiyaraaja,Vaali,
Hum To Mohabbat Karega,2000,Tere Aagey Peechey,"Alka Yagnik , Kumar Sanu","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,Yeh Khushi Ki Mehfil,"Kumar Sanu , Alka Yagnik","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,"Suno Suno, Kaho Kaho","Alka Yagnik , Kumar Sanu","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,Hum To Mohabbat Karega,"Sonu Nigam , Anu Malik , Sunidhi Chauhan","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,Churalo Dil,"Anu Malik , Shraddha Pandit","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,Dada Maanja Baba Maanja,"Anu Malik , Alka Yagnik","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,Leh Liya Leh Liya,"Abhijeet , Sukhwinder Singh , Sudesh Bhosle","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Hum To Mohabbat Karega,2000,Hum To Mohabbat Karega (2),"Anu Malik , Sunidhi Chauhan","Songs:, Anu Malik, Score:, Surindher Sodhi",,
Jis Desh Mein Ganga Rehta Hain,2000,Chal Jhoothi,"Udit Narayan , Shraddha Pandit",Anand Raj Anand,,
Jis Desh Mein Ganga Rehta Hain,2000,O Piya O Piya Sun,"Sukhwinder Singh , Sadhana Sargam",Anand Raj Anand,,
Jis Desh Mein Ganga Rehta Hain,2000,Prem Jaal Mein,"Sukhwinder Singh , Anuradha Sriram",Anand Raj Anand,,
Jis Desh Mein Ganga Rehta Hain,2000,Jis Desh Mein Ganga,Abhijeet,Anand Raj Anand,,
Jis Desh Mein Ganga Rehta Hain,2000,Matari Kohtari Tumbo,Atul Kale,Anand Raj Anand,,
Jis Desh Mein Ganga Rehta Hain,2000,Shadi Karvado,"Udit Narayan , Sapna Awasthi",Anand Raj Anand,,
Jis Desh Mein Ganga Rehta Hain,2000,Kem Chhe,"Bali Brahmbhatt , Sunidhi Chauhan",Anand Raj Anand,,
Joru Ka Ghulam,2000,Joru Ka Ghulam,"Abhijeet , Sunidhi Chauhan",Aadesh Shrivastava,,04:34
Joru Ka Ghulam,2000,Neeche Phoolon Ki Dukan,"Sonu Nigam , Aadesh Shrivastava",Aadesh Shrivastava,,04:23
Joru Ka Ghulam,2000,Khula Hai Mera Pinjra,"Kumar Sanu , Alka Yagnik",Aadesh Shrivastava,,05:05
Joru Ka Ghulam,2000,Meri Nazar,"Jaspinder Narula , Rajesh Mishra",Aadesh Shrivastava,,04:54
Joru Ka Ghulam,2000,Tumhare Bina Kuch,"Sonu Nigam, Hema Sardesai",Aadesh Shrivastava,,06:21
Joru Ka Ghulam,2000,Woh Aayee,"Alka Yagnik, Sonu Nigam",Aadesh Shrivastava,,06:32
Jung,2000,Aaila Re...,"Alka Yagnik , Anu Malik","Anu Malik, ,, Bappi Lahiri, as a Background music score",Sameer,5:47
Jung,2000,Mere Bina Tum,"Kumar Sanu , Alka Yagnik","Anu Malik, ,, Bappi Lahiri, as a Background music score",Sameer,5:31
Jung,2000,Kadi Te Aana,"Anu Malik, Jaspinder Narula","Anu Malik, ,, Bappi Lahiri, as a Background music score",Sameer,6:41
Jung,2000,Jung (Theme Song),"Hariharan , Mahalakshmi Iyer","Anu Malik, ,, Bappi Lahiri, as a Background music score",Sameer,6:20
Jung,2000,Ram Kare,"Pankaj Udhas , Karsan Sagathia","Anu Malik, ,, Bappi Lahiri, as a Background music score",Sameer,7:01
Jung,2000,Dil Mein Jigar Mein,"Kumar Sanu, Hema Sardesai","Anu Malik, ,, Bappi Lahiri, as a Background music score",Sameer,6:35
Jung,2000,She Gives Me Fever,Anu Malik,"Anu Malik, ,, Bappi Lahiri, as a Background music score",Dev Kohli,6:54
Jung,2000,Title Music,Instrumental,"Anu Malik, ,, Bappi Lahiri, as a Background music score",,1:57
Jungle,2000,Jaan Kahan Hai Tu,"Kumar Sanu , Sunidhi Chauhan",Sandeep Chowta,,
Jungle,2000,Aiyo Aiyo Rama,"Sonu Nigam , Sunidhi Chauhan, Sowmya Raoh , Makrand Deshpande",Sandeep Chowta,,
Jungle,2000,Do Pyar Karne Wale,"Sonu Nigam, Sunidhi Chauhan",Sandeep Chowta,,
Jungle,2000,Patli Kamar,"Sukhwinder Singh , Sapna Awasthi , Sandeep Chowta , Jolly Mukherjee",Sandeep Chowta,,
Jungle,2000,Pehli Baar,"Sonu Nigam, Sunidhi Chauhan",Sandeep Chowta,,
Jungle,2000,Sorry Baba,"Sonu Nigam, Sadhana Sargam",Sandeep Chowta,,
Kahin Pyaar Na Ho Jaaye,2000,Kahin Pyar Na Ho Jaaye,"Alka Yagnik , Kumar Sanu",Himesh Reshammiya,Rajesh Malik,05:19
Kahin Pyaar Na Ho Jaaye,2000,Savariya,"Alka Yagnik, Kamaal Khan",Himesh Reshammiya,Sudhakar Sharma,05:14
Kahin Pyaar Na Ho Jaaye,2000,Aa Meri Life,"Kamaal Khan, Sunita Rao",Himesh Reshammiya,Rajesh Malik,05:04
Kahin Pyaar Na Ho Jaaye,2000,O Priya O Priya,"Kamaal Khan, Alka Yagnik, Kumar Sanu , Nitin Mukesh",Himesh Reshammiya,Sudhakar Sharma,05:50
Kahin Pyaar Na Ho Jaaye,2000,Theme,"Sonu Nigam , Alka Yagnik",Himesh Reshammiya,Rajesh Malik,03:46
Kahin Pyaar Na Ho Jaaye,2000,Dhin Tara,Kumar Sanu,Himesh Reshammiya,Sudhakar Sharma,05:09
Kahin Pyaar Na Ho Jaaye,2000,Pardesi,"Sonu Nigam, Alka Yagnik",Himesh Reshammiya,Sudhakar Sharma,05:05
Kahin Pyaar Na Ho Jaaye,2000,Kahin Pyar Na Ho Jaaye - II,"Kumar Sanu, Alka Yagnik",Himesh Reshammiya,Rajesh Malik,05:14
Kahin Pyaar Na Ho Jaaye,2000,Pardesi - II,Sonu Nigam,Himesh Reshammiya,Sudhakar Sharma,02:21
Kahin Pyaar Na Ho Jaaye,2000,Parody,"Kumar Sanu, Sonu Nigam, Alka Yagnik",Himesh Reshammiya,Sudhakar Sharma,10:24
Khauff,2000,Nach Baby Nach Kudi,"Daler Mehndi , Asha Bhosle",Anu Malik,Dev Kohli,7:28
Khauff,2000,Nateeja Hamari Mohabbat Ka,"Alka Yagnik , Kumar Sanu",Anu Malik,Rahat Indori,6:41
Khauff,2000,Oh Gori Gori,Kumar Sanu,Anu Malik,Mehboob,6:10
Khauff,2000,Saiyan More Saiyan,"Alka Yagnik, Sapna Awasthi , Shankar Mahadevan , Ehsaan",Anu Malik,Rani Malik,6:15
Khauff,2000,Raja Ki Qaid Mein,"Jaspinder Narula , Sukhwinder Singh",Sajid–Wajid,Rani Malik,5:40
Khauff,2000,Hye Hye Ye Hawa,Anuradha Paudwal & Vinod Rathod,Anu Malik,Mehboob,7:21
Khauff,2000,Kehte Hain Jo Log Ishq Walon Ko Samjhaaye(Jo Dil Rakhta Hai Wo Mauj),"Sukhwinder Singh , Alka Yagnik",Not Available,Not Available,4:30
Khiladi 420,2000,Batiyan Bujado,Sonu Nigam,"Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Khiladi 420,2000,Dheere Dheere Sanam,"Udit Narayan , Mahalakshmi Iyer","Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Khiladi 420,2000,Dil Le Le Dil De De,"Abhijeet , Alka Yagnik","Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Khiladi 420,2000,Ganga Nahale,Silk Route,"Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Khiladi 420,2000,Jagte Hain Hum,"Sonu Nigam , Kavita Krishnamurthy","Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Khiladi 420,2000,Kaisa Yeh Pyar Hai,"Kumar Sanu , Kavita Krishnamurthy","Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Khiladi 420,2000,Meri Biwi Ka Jawab Nahin,Sonu Nigam,"Songs:, Sanjeev–Darshan, Background Score:, Sanjoy Chowdhury",,
Krodh,2000,Mera Kangna,"Abhijeet , Alka Yagnik",Anand–Milind,,
Krodh,2000,Hai Deewana,Sapna Mukherjee,Anand–Milind,,
Krodh,2000,What To Do,"Udit Narayan , Alka Yagnik",Anand–Milind,,
Krodh,2000,Sun Baba Sun,"Roop Kumar Rathod , Sapna Mukherjee",Anand–Milind,,
Krodh,2000,Janejana Janejana,Alka Yagnik,Anand–Milind,,
Krodh,2000,Mamta Bhare Part I,"Vinod Rathod , Sadhana Sargam",Anand–Milind,,
Krodh,2000,Mamta Bhare Part II,Sadhana Sargam,Anand–Milind,,
Krodh,2000,Mamta Bhare Part III,Sadhana Sargam,Anand–Milind,,
Kunwara,2000,Jab Ladka Ho Kunwara,"Sonu Nigam , Alka Yagnik",Aadesh Shrivastava,,04:43
Kunwara,2000,Main Kunwara Aa Gaya,Sonu Nigam,Aadesh Shrivastava,,03:24
Kunwara,2000,Mehndi Lagake,"Kumar Sanu , Alka Yagnik",Aadesh Shrivastava,,05:55
Kunwara,2000,Meri Chamak Chalo,"Sonu Nigam , Alka Yagnik",Aadesh Shrivastava,,05:10
Kunwara,2000,Na Heera Na Moti,"Sonu Nigam , Hema Sardesai",Aadesh Shrivastava,,05:00
Kunwara,2000,Sun Mere Sasure Main,"Vinod Rathod , Sonu Nigam",Aadesh Shrivastava,,03:33
Kunwara,2000,Urmila Re Urmila,"Sonu Nigam , Alka Yagnik",Aadesh Shrivastava,,04:50
Kunwara,2000,Yeh Ladki Jawaan,"Kumar Sanu , Alka Yagnik",Aadesh Shrivastava,,04:38
Kurukshetra,2000,Aap Ka Aana Dil Dhadkana,Kumar Sanu and Alka Yagnik,"Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",Dev Kohli,
Kurukshetra,2000,Banthan Ke,Sukhwinder Singh and Sunidhi Chauhan,"Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",Madan Pal,
Kurukshetra,2000,Ishq Bhi Kya Cheez Hai,"Kumar Sanu, Sonu Nigam and Alka Yagnik","Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",Sudhakar Sharma,
Kurukshetra,2000,Janam Tere Liye,Kumar Sanu and Alka Yagnik,"Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",,
Kurukshetra,2000,Chal Shaadi Kar Lete,Kumar Sanu and Alka Yagnik,"Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",,
Kurukshetra,2000,Yeh Tera Kurukshetra Hai,Ravindra Sathe,"Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",,
Kurukshetra,2000,Ghagra,Sunidhi Chauhan,"Score:, Amar Haldipur, Songs:, Himesh Reshammiya, Sukhwinder Singh",,
Kya Kehna,2000,Aye Dil Laya Hai Bahaar,"Kavita Krishnamurthy , Hariharan",Rajesh Roshan,,4:11
Kya Kehna,2000,Dekhiye Aji Jaaneman,"Alka Yagnik , Udit Narayan",Rajesh Roshan,,5:30
Kya Kehna,2000,Aye Sanam Meri Baahon Mein,"Alka Yagnik, Kumar Sanu",Rajesh Roshan,,6:13
Kya Kehna,2000,Jaaneman Jaane Jaan,"Alka Yagnik, Sonu Nigam",Rajesh Roshan,,5:35
Kya Kehna,2000,O Soniye Dil Jaaniye,"Alka Yagnik, Kumar Sanu, Sonu Nigam",Rajesh Roshan,,5:35
Kya Kehna,2000,In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",Rajesh Roshan,,5:17
Kya Kehna,2000,Dil Ka Koi Tukda,"Kavita Krishnamurthy, Hariharan",Rajesh Roshan,,6:15
Kya Kehna,2000,Pyaara Bhaiya Mera,"Alka Yagnik, Kumar Sanu",Rajesh Roshan,,4:41
Kya Kehna,2000,Aye Dil Laya Hai Bahaar (Slow),"Kavita Krishnamurthy, Hariharan",Rajesh Roshan,,1:52
Nidaan,2000,Aaja Re Chanda,"Ravindra Sathe , Kavita Krishnamurthy",Rahul Ranade,,
Nidaan,2000,Waqt Ki Kimat,"Nandu Bhende, Sagarika",Rahul Ranade,,
Nidaan,2000,Hum Aru Tum,"Kavita Krishnamurthy , Suresh Wadkar",Rahul Ranade,,
Nidaan,2000,O Kartar,Sanjeev Abhyankar,Rahul Ranade,,
Nidaan,2000,Agar Ho Pyar,Suresh Wadkar,Rahul Ranade,,
Nidaan,2000,Aaja Re Chanda (Girl Version),Sagarika,Rahul Ranade,,
Nidaan,2000,Aaja Re Chanda (Sad Version),"Ravindra Sathe , Kavita Krishnamurthy",Rahul Ranade,,
Nidaan,2000,Aaja Re Chanda (Instrumental),Rahul Ranande,Rahul Ranade,,
Nidaan,2000,Title Music,Rahul Ranande,Rahul Ranade,,
Nidaan,2000,Blood Bank,Rahul Ranande,Rahul Ranade,,
Nidaan,2000,End Title,Rahul Ranande,Rahul Ranade,,
Nidaan,2000,Pehla Din Hai College Ka,Manohar Shetty,Rahul Ranade,,
Nidaan,2000,Yeh Hain Prem,Milind Ingle,Rahul Ranade,,
Papa the Great,2000,Papa The Great,"Udit Narayan , Aditya Narayan","Nikhil–Vinay, Sajid–Wajid, Guest composers:, M. M. Kreem, Naresh Sharma",,6:00
Papa the Great,2000,Apni Si Lagti Hai,Sonu Nigam,"Nikhil–Vinay, Sajid–Wajid, Guest composers:, M. M. Kreem, Naresh Sharma",,6:00
Papa the Great,2000,Husn Jawani,Harbhajan Mann,"Nikhil–Vinay, Sajid–Wajid, Guest composers:, M. M. Kreem, Naresh Sharma",,5:02
Papa the Great,2000,O Rabba Mujhe,"Udit Narayan, Anuradha Paudwal",Sajid–Wajid,,6:05
Papa the Great,2000,Mausam Badal Raha,"Udit Narayan, Anuradha Paudwal",M. M. Kreem,,5:25
Papa the Great,2000,Bindiya Saji Nahin,Udit Narayan,"Nikhil–Vinay, Sajid–Wajid, Guest composers:, M. M. Kreem, Naresh Sharma",,6:10
Papa the Great,2000,Aao Humse Pyar,Kumar Sanu,Sajid-Wajid,,5:05
Papa the Great,2000,Nagri Nagri,"Vinod Rathod , Anuradha Paudwal",Naresh Sharma,,6:00
Phir Bhi Dil Hai Hindustani,2000,Phir Bhi Dil Hai Hindustani,Udit Narayan,Jatin–Lalit,,04:01
Phir Bhi Dil Hai Hindustani,2000,I'm the Best (Male Version),Abhijeet Bhattacharya,Jatin–Lalit,,04:19
Phir Bhi Dil Hai Hindustani,2000,I'm the Best (Female Version),Jaspinder Narula,Jatin–Lalit,,04:19
Phir Bhi Dil Hai Hindustani,2000,Banke Tera Jogi,"Sonu Nigam , Alka Yagnik , Lalit Pandit",Jatin–Lalit,,04:43
Phir Bhi Dil Hai Hindustani,2000,Vande Mataram,Shankar Mahadevan,Jatin–Lalit,,04:39
Phir Bhi Dil Hai Hindustani,2000,Kuch To Bata,"Abhijeet Bhattacharya, Alka Yagnik",Jatin–Lalit,,04:32
Phir Bhi Dil Hai Hindustani,2000,Aur Kya,"Abhijeet Bhattacharya, Alka Yagnik",Jatin–Lalit,,05:04
Phir Bhi Dil Hai Hindustani,2000,Aao Na Aao Na,Jatin Pandit,Jatin–Lalit,,01:53
Pukar,2000,Kay Sera Sera,"Shankar Mahadevan , Kavita Krishnamurthy",A. R. Rahman,Javed Akhtar,06:51
Pukar,2000,Sunta Hai Mera Khuda,"Udit Narayan , Kavita Krishnamurthy , Swarnalatha",A. R. Rahman,Majrooh Sultanpuri,06:36
Pukar,2000,Humrahi Jab Ho Mastana,"Udit Narayan , Hema Sardesai",A. R. Rahman,04:26,
Pukar,2000,Hai Jaana (Soundtrack Version),Sujatha Mohan,A. R. Rahman,04:18,
Pukar,2000,Kismat Se Tum,"Sonu Nigam , Anuradha Paudwal",A. R. Rahman,06:20,
Pukar,2000,Ek Tu Hi Bharosa,"Lata Mangeshkar , Children",A. R. Rahman,06:29,
Pukar,2000,Hai Jaana(Film Version),Sujatha Mohan,A. R. Rahman,,
Raja Ko Rani Se Pyar Ho Gaya,2000,Aao Sune Laheron Se,"Srinivas , Anuradha Paudwal","Songs:, Jatin–Lalit, Background Score:, Sharreth",,06:03
Raja Ko Rani Se Pyar Ho Gaya,2000,To Rabba Ki Kariye,Sukhwinder Singh,"Songs:, Jatin–Lalit, Background Score:, Sharreth",,03:53
Raja Ko Rani Se Pyar Ho Gaya,2000,Dil Chura Ke Chal Dee,Udit Narayan,"Songs:, Jatin–Lalit, Background Score:, Sharreth",,05:24
Raja Ko Rani Se Pyar Ho Gaya,2000,Jiske Liye Sapno Mein Tum Ho,"Srinivas, Anuradha Paudwal","Songs:, Jatin–Lalit, Background Score:, Sharreth",,06:07
Raja Ko Rani Se Pyar Ho Gaya,2000,Dost Hai Hamare,Abhijeet,"Songs:, Jatin–Lalit, Background Score:, Sharreth",,04:41
Raja Ko Rani Se Pyar Ho Gaya,2000,Sun Lo Re Bandhu,"Udit Narayan, Aditya Narayan","Songs:, Jatin–Lalit, Background Score:, Sharreth",,05:01
Raja Ko Rani Se Pyar Ho Gaya,2000,Dil Chura Ke Chal Dee (Instrumental),,"Songs:, Jatin–Lalit, Background Score:, Sharreth",,04:22
Raja Ko Rani Se Pyar Ho Gaya,2000,Aao Sune Lehron Se (Instrumental),,"Songs:, Jatin–Lalit, Background Score:, Sharreth",,06:02
Raju Chacha,2000,Aaj Ka Kya Program Hai,"Abhijeet Bhattacharya , Kavita Krishnamurthy , Sudesh Bhonsle",Jatin–Lalit,,
Raju Chacha,2000,Dil Dil Ka Yeh Kaam Hai,"Amit Kumar , Gavin Bryars",Jatin–Lalit,,
Raju Chacha,2000,Ek Sher Tha Ek Sherni,"Shankar Mahadevan , Shweta Pandit , Abrar ul Haq",Jatin–Lalit,,
Raju Chacha,2000,Kahin Se Aayi Rani,"Amit Kumar, Kavita Krishnamurthy, Patrick Bruel",Jatin–Lalit,,
Raju Chacha,2000,Raju Chacha,"Shaan , Francis Menezes, Shweta Pandit, Shradha Pandit , Sneha Pant",Jatin–Lalit,,
Raju Chacha,2000,Tune Mujhe Pehchana Nahin,Shaan,Jatin–Lalit,,
Raju Chacha,2000,Yeh Vaada Hai,"Kumar Sanu , Alka Yagnik",Jatin–Lalit,,
Raju Chacha,2000,Yeh Vaada Hai (Sad),Alka Yagnik,Jatin–Lalit,,
Saanjh,2000,Dheeme Dheeme,Pavithra Chari,Gaurav Guleria,,5:38
Saanjh,2000,Deva Mere,Mohit Chauhan,Gaurav Guleria,,4:20
Saanjh,2000,Dil Jo Kahe,"Pavithra Chari, Gaurav Guleria",Gaurav Guleria,,4:00
Saanjh,2000,Puchhe Amma Meri,Mohit Chauhan,Gaurav Guleria,,5:05
Saanjh,2000,Saanjh,Pavithra Chari,Gaurav Guleria,,3:11
Saanjh,2000,Deva Mere (Reprise),Gaurav Guleria,Gaurav Guleria,,4:04
Shikari,2000,Bahut Khoobsurat Ghazal,Kumar Sanu,Aadesh Shrivastava,,
Shikari,2000,Chunri Ude To Aankh Phadke,"Abhijeet , Jaspinder Narula",Aadesh Shrivastava,,
Shikari,2000,Kudi Badi Hai Soni Soni,Sonu Nigam,Aadesh Shrivastava,,
Shikari,2000,Shikari Ne Shikar Kiya,"Anuradha Paudwal , Udit Narayan",Aadesh Shrivastava,,
Shikari,2000,Chalee Chalee Ri Gori,"Vinod Rathod , Alka Yagnik",Aadesh Shrivastava,,
Shikari,2000,Bheja Hai Ek Gulab,"Kumar Sanu , Asha Bhosle",Aadesh Shrivastava,,
Shikari,2000,Gora Pareshan Hai,"Amit Kumar , Poornima",Aadesh Shrivastava,,
Tarkieb,2000,Dil Mera Tarse,"Shaan , Sagarika",Aadesh Shrivastava,,
Tarkieb,2000,Dupatte Ka Palloo,Richa Sharma,Aadesh Shrivastava,,
Tarkieb,2000,Tujhe Dhundoon Main,"Mano , Alka Yagnik",Aadesh Shrivastava,,
Tarkieb,2000,Kiska Chehra,"Jagjit Singh , Alka Yagnik",Aadesh Shrivastava,,
Tarkieb,2000,Kisikika Ban Ja Ban Ja,Sabri Brothers,Aadesh Shrivastava,,
Tera Jadoo Chal Gayaa,2000,Tera Jadoo Chal Gaya,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,05:55
Tera Jadoo Chal Gayaa,2000,Aye Chand Teri,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,07:27
Tera Jadoo Chal Gayaa,2000,Mujhe Pyaar Karo,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,06:16
Tera Jadoo Chal Gayaa,2000,Chori Chori Chupke Chupke,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,06:29
Tera Jadoo Chal Gayaa,2000,Jo Ishq Ka Matlab,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,06:57
Tera Jadoo Chal Gayaa,2000,Qayamat Ho,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,06:56
Tera Jadoo Chal Gayaa,2000,Agra Mein Hai,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,06:28
Tera Jadoo Chal Gayaa,2000,Tera Jadoo Chal Gayaa,,"Songs:, Ismail Darbar, Score:, Ranjit Barot",,05:51
Kabhi Khushi Kabhie Gham,2001,Kabhi Khushi Kabhie Gham,Lata Mangeshkar,Jatin–Lalit,Sameer,7:55
Kabhi Khushi Kabhie Gham,2001,Bole Chudiyan,"Kavita Krishnamurthy , Alka Yagnik , Sonu Nigam , Udit Narayan , Amit Kumar",Jatin–Lalit,Sameer,6:50
Kabhi Khushi Kabhie Gham,2001,You Are My Soniya,"Alka Yagnik, Sonu Nigam",Sandesh Shandilya,Sameer,5:45
Kabhi Khushi Kabhie Gham,2001,Suraj Hua Maddham,"Alka Yagnik, Sonu Nigam",Sandesh Shandilya,Anil Pandey,7:08
Kabhi Khushi Kabhie Gham,2001,Say Shava Shava,"Alka Yagnik, Sunidhi Chauhan , Udit Narayan, Sudesh Bhonsle , Aadesh Shrivastava, Amitabh Bachchan",Aadesh Shrivastava,Sameer,6:50
Kabhi Khushi Kabhie Gham,2001,Yeh Ladka Hai Allah,"Alka Yagnik, Udit Narayan",Jatin–Lalit,Sameer,5:28
Kabhi Khushi Kabhie Gham,2001,Kabhi Khushi Kabhie Gham (Sad) (Part 1),Sonu Nigam,Jatin–Lalit,Sameer,1:53
Kabhi Khushi Kabhie Gham,2001,Deewana Hai Dekho,"Alka Yagnik, Sonu Nigam, Kareena Kapoor",Sandesh Shandilya,Sameer,5:46
Kabhi Khushi Kabhie Gham,2001,Kabhi Khushi Kabhie Gham (Sad) (Part 2),Lata Mangeshkar,Jatin–Lalit,Sameer,1:53
Kabhi Khushi Kabhie Gham,2001,Soul of K3G,Instrumental,Sandesh Shandilya,—,2:18
Kabhi Khushi Kabhie Gham,2001,Vande Mataram [ a ],"Usha Uthup , Kavita Krishnamurthy",Sandesh Shandilya,Bankim Chandra Chattopadhyay,4:15
Lagaan,2001,Ghanan Ghanan,"Udit Narayan , Sukhwinder Singh , Alka Yagnik , Ahir, Shankar Mahadevan , Shaan , Chorus",A. R. Rahman,,6:11
Lagaan,2001,Mitwa,"Udit Narayan , Sukhwinder Singh , Alka Yagnik , Srinivas",A. R. Rahman,,6:47
Lagaan,2001,Radha Kaise Na Jale,"Asha Bhosle , Udit Narayan , Vaishali Samant , Chorus",A. R. Rahman,,5:34
Lagaan,2001,O Rey Chhori,"Udit Narayan , Alka Yagnik , Vasundhara Das",A. R. Rahman,,5:59
Lagaan,2001,Chale Chalo,"A. R. Rahman , Srinivas",A. R. Rahman,,6:40
Lagaan,2001,Waltz for a Romance,Instrumental,A. R. Rahman,,2:29
Lagaan,2001,O Paalanhaare,"Lata Mangeshkar , Udit Narayan , Sadhana Sargam , Chorus",A. R. Rahman,,5:19
Lagaan,2001,Lagaan...Once Upon a Time in India,Anuradha Sriram,A. R. Rahman,,4:12
Indian,2001,Waton Walo,Roop Kumar Rathod,Anand Raaj Anand,,
Indian,2001,Deewane,"Shaan , Alka Yagnik",Anand Raaj Anand,,
Indian,2001,Yeh Pyar,"Richa Sharma , Sunidhi Chauhan",Anand Raaj Anand,,
Indian,2001,Rab Di Kasam,"Udit Narayan , Alka Yagnik",Anand Raaj Anand,,
Indian,2001,Jaana Maine,"Abhijeet , Sadhana Sargam",Anand Raaj Anand,,
Indian,2001,Thaath Nawabi,"Anand Raaj Anand , Alka Yagnik",Anand Raaj Anand,,
Dil Chahta Hai,2001,Dil Chahta Hai,Shankar Mahadevan,Shankar–Ehsaan–Loy,,5:11
Dil Chahta Hai,2001,Jane Kyun Log Pyar Karte Hain,"Udit Narayan , Alka Yagnik , Caralisa Monteiro",Shankar–Ehsaan–Loy,,4:49
Dil Chahta Hai,2001,Woh Ladki Hai Kahan,"Shaan , Kavita Krishnamurthy",Shankar–Ehsaan–Loy,,5:06
Dil Chahta Hai,2001,Kaisi Hai Ye Rut,Srinivas,Shankar–Ehsaan–Loy,,5:29
