film_name,year,song_name,singer(s),music_director,lyricist,duration
Guns of Banaras,2020,Band Bajega,Shahid Mallaya,"Songs:, Sohail Sen, Background Score:, Amar Mohile",,4:50
Guns of Banaras,2020,Dheere Dheere Se,"Mohit Chauhan , Pawni Pandey","Songs:, Sohail Sen, Background Score:, Amar Mohile",,4:24
Guns of Banaras,2020,Bande Hai Shankar Ke,Sohail Sen,"Songs:, Sohail Sen, Background Score:, Amar Mohile",,2:28
Guns of Banaras,2020,Pagal Hai Mera Dil,"Sohail Sen, Palak Muchhal","Songs:, Sohail Sen, Background Score:, Amar Mohile",,4:48
Haunted Hills,2020,Iss Dil Ko Thoda ( Hindi ),Mohammed Irfan,Gaurav Sandeep,Sandeep Jaiswal Vipin Sharma Rahul Mehar,03:43
Haunted Hills,2020,Har Raahaton ( Hindi ),Palak Muchhal,Gaurav Sandeep,Sandeep Jaiswal,-
O Pushpa I Hate Tears,2020,O Pushpa,Krishna Abhishek,Ramji Gulati,Kunwar Juneja,2:59
O Pushpa I Hate Tears,2020,Saari Raat Peene Do,Ramji Gulati,Ramji Gulati,Pahawa,3:17
O Pushpa I Hate Tears,2020,Tu Hai Teri Aashiqui,"Shehzaad Ali, Aakanksha Sharma",Ramji Gulati,Kunwar Juneja,4:21
O Pushpa I Hate Tears,2020,Love Bite,Jyotica Tangri,Ramji Gulati,Mack,3:50
Guilty,2020,Rehne Do Na,Ankur Tewari,Ankur Tewari,,03:11
Guilty,2020,Chaak Girebain,Ankur Tewari,Ankur Tewari,,03:40
Guilty,2020,Kahun,Ankur Tewari,Ankur Tewari,,05:07
Guilty,2020,Kahun (Reprise),"Ankur Tewari, Divya L",Ankur Tewari,,05:05
Guilty,2020,Likhi Meri,Ankur Tewari,Ankur Tewari,,04:07
Guilty,2020,Likhi Meri (Reprise),"Ankur Tewari, Divya L",Ankur Tewari,,04:05
Kaamyaab,2020,Tim Tim Tim,Bappi Lahiri,Rachita Arora,,4:32
Kaamyaab,2020,Paaon Bhaari,Ash King,Rachita Arora,,4:29
Kaamyaab,2020,Sikandar,Hariharan,Rachita Arora,,2:53
Angrezi Medium,2020,Ek Zindagi,"Tanishkaa Sanghvi, Sachin–Jigar",Sachin–Jigar,Jigar Saraiya,2:50
Angrezi Medium,2020,Nachan Nu Jee Karda,"Romy, Nikhita Gandhi",Tanishk Bagchi,Tanishk Bagchi,2:48
Angrezi Medium,2020,Kudi Nu Nachne De,"Vishal Dadlani , Sachin–Jigar",Sachin–Jigar,Priya Saraiya,2:52
Angrezi Medium,2020,Laadki,"Rekha Bhardwaj , Sachin–Jigar",Sachin–Jigar,Priya Saraiya,3:12
Maska,2020,Majja Ma Re Tu,IP Singh,Akshay Raheja,IP Singh,01:32
Maska,2020,Down on the Street,"Mikey McCleary , Enkore",Mikey McCleary,"Mikey McCleary , Enkore",03:07
Maska,2020,I Wanna Hang With You,"IP Singh, Shirley Setia",Akshay Raheja,"IP Singh, Shirley Setia",02:15
Maska,2020,Chuney Chuney,Jonita Gandhi,Ketan Sodha,Jonita Gandhi,03:11
Maska,2020,Back To You,"Mikey McCleary, Neeraj Udhwani",Mikey McCleary,Neeraj Udhwani,02:44
Bamfaad,2020,Bamfaad (Title Track),Vishal Mishra,Vishal Mishra,Raj Shekhar,2:07
Bamfaad,2020,Ishq Ka Itar,Vishal Mishra,Vishal Mishra,Raj Shekhar,4:49
Bamfaad,2020,Munasib,Vishal Mishra Aanandi Joshi,Vishal Mishra,Raj Shekhar,4:00
Bamfaad,2020,Yaar Mera Ho Mere Rubabu,Sukhwinder Singh Vishal Mishra Hemant Brijwasi Moin Sabri,Vishal Mishra,Raj Shekhar,7:50
Ateet,2020,Zara Kareeb Aa,"Sonu Nigam , Yamini Sri Devi","Andrew T. Mackay, Harish Sagne",,5:58
Ateet,2020,Akele Mein,Yasser Desai,"Andrew T. Mackay, Harish Sagne",,4:11
Ateet,2020,Akele Mein (Reprise),Sonu Kakkar,"Andrew T. Mackay, Harish Sagne",,3:49
Ghoomketu,2020,Truck Song,Bappi Lahiri,Sneha Khanwalkar,Pushpendra Nath Misra,
Ghoomketu,2020,Inspector Badlani Song,Ramon Varsha Singh Dhanoa,Sneha Khanwalkar,Pushpendra Nath Misra,
Ghoomketu,2020,Bird Song,Jasleen Royal,Jasleen Royal,Pushpendra Nath Misra,
Axone,2020,Dance It Out,Papon,Papon,Vaibhav Modi,3:09
Axone,2020,Soraren,"Mangka Mayanglambam
Pena, Mrjing M.",M. Mangangsana,Kh. Mangi Singh,3:17
Axone,2020,Nura Pakhang,"Mangka Mayanglambam
Pena, Mrjing M.",Mangka Mayanglambam,Kh. Mangi Singh,2:43
Axone,2020,Bendang's Dreamy Piano,-,Tajdar Junaid,Tajdar Junaid,1:44
Axone,2020,Bendang's Walking Away,-,Tajdar Junaid,-,2:12
Axone,2020,Cooking Up Storm,-,Tajdar Junaid,-,1:01
Axone,2020,Cousin Bhajan,-,Tajdar Junaid,-,0:23
Axone,2020,Hoi Kiw Dance Version,-,Tajdar Junaid,-,1:41
Axone,2020,Hoi Kiw Song,"Elisheba Khongthaw, Pyndapbiangfull Wanniang, Freddy Connor Kharmutee, Gabriel G. Momin, Denzil N. Marbaniang, Phillip Carson Basaiawmoit, Rihunlang M. Basaiawmoit",Tajdar Junaid,Maxter Warjri,1:40
Axone,2020,Looking into Void,-,Tajdar Junaid,-,2:00
Axone,2020,Tokari Geet,Umakanta Bairagi,-,-,4:31
Axone,2020,Upasana's Theme,-,Tajdar Junaid,-,1:48
Gulabo Sitabo,2020,Madari Ka Bandar,"Tochi Raina , Anuj Garg",Anuj Garg,Dinesh Pant,4:10
Gulabo Sitabo,2020,Jootam Phenk,Piyush Mishra,Abhishek Arora,Puneet Sharma,2:07
Gulabo Sitabo,2020,Kanjoos,Mika Singh,Shantanu Moitra,Puneet Sharma,2:50
Gulabo Sitabo,2020,Kya Leke Aayo Jagme,Vinod Dubey,Shantanu Moitra,Vinod Dubey,3:01
Gulabo Sitabo,2020,Do Din Ka Ye Mela (Reprise),Tochi Raina,Anuj Garg,Dinesh Pant,3:33
Gulabo Sitabo,2020,Budhau (Reprise),Bhanwari Devi,Anuj Garg,Dinesh Pant,3:15
Gulabo Sitabo,2020,Do Din Ka Ye Mela,Rahul Ram,Anuj Garg,Dinesh Pant,3:33
Gulabo Sitabo,2020,Budhau,Bobby Cash,Anuj Garg,Dinesh Pant,3:38
Gulabo Sitabo,2020,Gulabo Sitabo Theme,—,Shantanu Moitra,—,3:41
Gulabo Sitabo,2020,Gulabo Sitabo Clarinet Theme,—,Shantanu Moitra,—,0:56
Chaman Bahaar,2020,Do Ka Chaar,Sonu Nigam,"Songs:, Anshuman Mukherjee, Amit Pradhan, Score:, Mangesh Dhakde",,3:44
Chaman Bahaar,2020,Kaand,Mohan Kannan,"Songs:, Anshuman Mukherjee, Amit Pradhan, Score:, Mangesh Dhakde",,3:50
Chaman Bahaar,2020,Dhun Dhun (Also Music & Lyrics by Amit Prathan),Romy,"Songs:, Anshuman Mukherjee, Amit Pradhan, Score:, Mangesh Dhakde",,3:20
Chaman Bahaar,2020,Gupchup,Vibha Saraf,"Songs:, Anshuman Mukherjee, Amit Pradhan, Score:, Mangesh Dhakde",,2:09
Chaman Bahaar,2020,Billus Theme,Sunil Soni,"Songs:, Anshuman Mukherjee, Amit Pradhan, Score:, Mangesh Dhakde",,2:51
Chaman Bahaar,2020,Koi Nahi,"Brijesh Shandilya , Anisha Saikia","Songs:, Anshuman Mukherjee, Amit Pradhan, Score:, Mangesh Dhakde",,3:02
Virgin Bhanupriya,2020,Dil Apni Haddon Se,Jyotica Tangri,Chirrantan Bhatt,Manoj Yadav,4:09
Virgin Bhanupriya,2020,Kangna Vilayati,Jyotica Tangri,Ramji Gulati,Kumaar,3:00
Virgin Bhanupriya,2020,Beat Pe Thumka,Jyotica Tangri,Amjad Nadeem Aamir,"Alokik Rahi, Amjad Nadeem",3:21
Virgin Bhanupriya,2020,Virgin Bhanupriya - Title Track,Dev Negi,Saurabh-Vaibhav,Ajay Lohan,2:42
Virgin Bhanupriya,2020,Dil Apni Haddon Se (Yasser Version),Yasser Desai,Chirrantan Bhatt,Manoj Yadav,3:30
Virgin Bhanupriya,2020,Kadi Hoon Karke,Sheetal Gupta,Saurabh-Vaibhav,"Ajay Lohan, Sumit Sharma",2:28
Dil Bechara,2020,Dil Bechara,A. R. Rahman,A. R. Rahman,,2:43
Dil Bechara,2020,Taare Ginn,"Mohit Chauhan , Shreya Ghoshal",A. R. Rahman,,4:17
Dil Bechara,2020,Khulke Jeene Ka,"Arijit Singh , Shashaa Tirupati",A. R. Rahman,,4:06
Dil Bechara,2020,Main Tumhara,"Jonita Gandhi , Hriday Gattani",A. R. Rahman,,4:18
Dil Bechara,2020,Maskhari,"Sunidhi Chauhan , Hriday Gattani",A. R. Rahman,,3:15
Dil Bechara,2020,Afreeda,"Sanaa Moussa, Raja Kumari",A. R. Rahman,,3:21
Dil Bechara,2020,Mera Naam Kizzie,"Aditya Narayan , Poorvi Koutish",A. R. Rahman,,4:04
Dil Bechara,2020,Friendzone,A. R. Rahman,A. R. Rahman,,3:06
Dil Bechara,2020,The Horizon of Saudade,Instrumental,A. R. Rahman,,2:46
Yaara,2020,Har Dafaa,"Shaan , Shruti Rane","Gourov-Roshin, Shaan","Prashant Ingole, Sunil Sirvaiya",3:42
Yaara,2020,Bhedi,"Ankit Tiwari , Aishwarya Majmudar",Ankit Tiwari,Manoj Muntashir,4:35
Yaara,2020,Khudkushi,Rev Shergill,Siddharth Pandit,Rev Shergill,4:56
Yaara,2020,Beparvah,Rev Shergill,Siddharth Pandit,Rev Shergill,4:11
Yaara,2020,Bikhar Gaye,Rev Shergill,Siddharth Pandit,Rev Shergill,4:38
Shakuntala Devi,2020,Pass Nahi Toh Fail Nahi,Sunidhi Chauhan,"Songs:, Sachin-Jigar, Score:, Karan Kulkarni",Vayu Shrivastav,2:31
Shakuntala Devi,2020,Rani Hindustani,Sunidhi Chauhan,"Songs:, Sachin-Jigar, Score:, Karan Kulkarni",Vayu Shrivastav,2:24
Shakuntala Devi,2020,Paheli,Shreya Ghoshal,"Songs:, Sachin-Jigar, Score:, Karan Kulkarni",Priya Saraiya,3:21
Shakuntala Devi,2020,Jhilmil Piya,"Benny Dayal , Monali Thakur","Songs:, Sachin-Jigar, Score:, Karan Kulkarni",Priya Saraiya,3:19
Lootcase,2020,Pavitra Party,"Nakash Aziz , Keka Ghoshal, Arhaan Hussain",Rohan-Vinayak,Shreyas Jain,3:51
Lootcase,2020,Laal Rang Ki Peti,Vivek Hariharan,Amar Mangrulkar,Kapil Sawant,4:16
Lootcase,2020,Muft Ka Chandan,"Romy, Shreyas Jain, Pinky Maidasani",Rohan-Vinayak,Shreyas Jain,3:26
Raat Akeli Hai,2020,Aadhe Aadhe Se,"Shilpa Rao , Mika Singh","Songs:, Sneha Khanwalkar, Score:, Karan Kulkarni",Raj Shekhar,6:20
Raat Akeli Hai,2020,Ghoom Charkheya,Sukhwinder Singh,"Songs:, Sneha Khanwalkar, Score:, Karan Kulkarni",Swanand Kirkire,5:03
Raat Akeli Hai,2020,Jaago,Swanand Kirkire,"Songs:, Sneha Khanwalkar, Score:, Karan Kulkarni",Swanand Kirkire,1:37
Khuda Haafiz,2020,Jaan Ban Gaye,"Mithoon, Vishal Mishra , Asees Kaur","Songs:, Mithoon, Background Score:, Amar Mohile",Mithoon,3:31
Khuda Haafiz,2020,Khuda Haafiz – Title Track,Vishal Dadlani,"Songs:, Mithoon, Background Score:, Amar Mohile",Sayeed Quadri,3:38
Khuda Haafiz,2020,Mera Intezaar Karna,Armaan Malik,"Songs:, Mithoon, Background Score:, Amar Mohile",Mithoon,4:25
Khuda Haafiz,2020,Aakhri Kadam Tak,Sonu Nigam,"Songs:, Mithoon, Background Score:, Amar Mohile",Mithoon,4:17
Khuda Haafiz,2020,Jaan Ban Gaye (Reprise),Asees Kaur,"Songs:, Mithoon, Background Score:, Amar Mohile",Mithoon,1:40
Khuda Haafiz,2020,Khuda Haafiz (Unplugged),Javed Ali,"Songs:, Mithoon, Background Score:, Amar Mohile",Sayeed Quadri,3:22
Sadak 2,2020,Tum Se Hi,"Ankit Tiwari , Leena Bose",Ankit Tiwari,Shabbir Ahmed,4:43
Sadak 2,2020,Shukriya,"Jubin Nautiyal , KK",Jeet Gannguli,Rashmi Virag,4:05
Sadak 2,2020,Ishq Kamaal,Javed Ali,Suniljeet,"Suniljeet, Shalu Vaish",4:19
Sadak 2,2020,Dil Ki Purani Sadak,KK,"Samidh Mukerjee , Urvi",Vijay Vijawatt,4:49
Sadak 2,2020,Chal Tera Shukriya,Shreya Ghoshal,Jeet Gannguli,Rashmi Virag,4:45
Sadak 2,2020,Purani Sadak (Reprise),KK,"Samidh Mukherjee, Urvi",Vijay Vijawatt,3:24
Sadak 2,2020,Shukriya (Reprise),"Jubin Nautiyal, KK",Jeet Gannguli,Rashmi Virag,4:44
Sadak 2,2020,Dil Ki Purani (Unplugged),Samidh Mukherjee,"Samidh Mukherjee, Urvi",Vijay Vijawatt,4:48
Sadak 2,2020,Shukriya (Rendition),"Jubin Nautiyal, KK, Arijit Singh",Jeet Gannguli,Rashmi Virag,4:54
Atkan Chatkan,2020,Atkan Chatkan,Lydian Nadhaswaram R S Rakthaksh Idazhiga I,Sivamani,,4:19
Atkan Chatkan,2020,Daata Shakti de,Amitabh Bachchan [ 8 ],Sivamani,,3:39
Atkan Chatkan,2020,Mann Tu,Sonu Nigam,Sivamani,,5:59
Atkan Chatkan,2020,Dil Zara,Hari Haran Runa Sivamani,Sivamani,,6:18
Atkan Chatkan,2020,Oh Maa Meri Ma,Runa Sivamani,Sivamani,,4:38
Atkan Chatkan,2020,Nar Ho,Uthara Unnikrishnan,Sivamani,,5:37
Atkan Chatkan,2020,Kabira,Uthara Unnikrishnan,Sivamani,,3:55
Atkan Chatkan,2020,32.65,,Sivamani,,
Dolly Kitty Aur Woh Chamakte Sitare,2020,Neet Ve,"Arjuna Harjai , Goldi Sohel, Geet Sagar",Arjun Harjai,Geet Sagar,3:41
Dolly Kitty Aur Woh Chamakte Sitare,2020,Khwabida,Meghna Mishra,Clinton Cerejo,Siddharth Kaushal,2:43
Dolly Kitty Aur Woh Chamakte Sitare,2020,Bimari,"Arjun Harjai, Geet Sagar, Veljion Noronha",Arjun Harjai,"Geet Sagar, Abhiruchi Chand",1:57
Dolly Kitty Aur Woh Chamakte Sitare,2020,Rap Battle (Male Version),Geet Sagar,Sadhu S Tiwari,Geet Sagar,1:22
Dolly Kitty Aur Woh Chamakte Sitare,2020,Rap Battle (Female Version),Paroma Dasgupta,Sadhu S Tiwari,Geet Sagar,0:50
Khaali Peeli,2020,Duniya Sharma Jaayegi ( previously Beyonce Sharma Jaayegi and Beyonse Sharma Jaayegi ),"Nakash Aziz , Neeti Mohan","Songs:, Vishal–Shekhar, Score:, Sanchit Balhara and Ankit Balhara","Kumaar , Raj Shekhar",3:32
Khaali Peeli,2020,Tehas Nehas,"Shekhar Ravjiani , Prakriti Kakar","Songs:, Vishal–Shekhar, Score:, Sanchit Balhara and Ankit Balhara",Kumaar,3:55
Khaali Peeli,2020,Shana Dil,Divya Kumar,"Songs:, Vishal–Shekhar, Score:, Sanchit Balhara and Ankit Balhara",Raj Shekhar,2:58
Bahut Hua Samman,2020,Bahut Hua Sammaan Title Track,Mannan Munjal,Parry G,Prikshit Gupta,3:05
Bahut Hua Samman,2020,Boom Boom Mix Up,Mannan Munjal,Nazia Hassan,Indeewar,3:42
Bahut Hua Samman,2020,Dhano Ki Aankhon Mein,R.D.Burman,R.D.Burman,Gulzar,4:00
Bahut Hua Samman,2020,Kela Kaise Khaogi,Charanjit Ahuja,Munni Ketkiwali,Naushad,3:15
Bahut Hua Samman,2020,Follow Me,Bappi Lahiri,Sharon Prabhakar,Anjaan,5:03
Bahut Hua Samman,2020,Boogie Boogie,Bappi Lahiri,"Asha Bhosle , Bappi Lahiri",Anjaan,6:18
Bahut Hua Samman,2020,O Go Piya,Bappi Lahiri,Sulakshana Pandit,Guahar Kanpuri,7:02
Bahut Hua Samman,2020,One Rupee Ten Rupees,Bappi Lahiri,"Usha Mangeshkar , Chandrani Mukherjee , Shailendra Singh",Indeewar,7:15
Ginny Weds Sunny,2020,LOL,"Payal Dev , Dev Negi",Payal Dev,Kunaal Vermaa,3:02
Ginny Weds Sunny,2020,Sawan Mein Lag Gayi Aag,"Mika Singh , Neha Kakkar , Badshah",Payal Dev,"Mohsin Shaikh , Payal Dev, Badshah",3:46
Ginny Weds Sunny,2020,Phir Chala,Jubin Nautiyal,Payal Dev,Kunaal Vermaa,4:24
Ginny Weds Sunny,2020,Phoonk Phoonk,"Neeti Mohan , Jatinder Singh, Harjot Dhillon",Gaurav Chatterji,Sandeep Gaur,4:58
Ginny Weds Sunny,2020,Rubaru,Kamal Khan,Jaan Nissar Lone,Peer Zahoor,4:02
Comedy Couple,2020,Kya Yeh Tumhe Pata Hai?,"Tanmaya Bhatnagar, Reuksh Alagh","Tanmaya Bhatnagar, Reuksh Alagh",Tanmaya Bhatnagar,3:20
Taish,2020,Kol Kol,Jyotica Tangri,Raghav Sachar,Rohit Sharma,3:36
Taish,2020,Roshni Si,"Ashwin Gopakumar, Preeti Pillai",Prashant Pillai,Hussain Haidry,3:18
Taish,2020,Re Bawree,"Prarthana Indrajith , Govind Vasantha",Govind Vasantha,Hussain Haidry,5:00
Taish,2020,Shehnaiyan Wajan Do,"Enbee, Raahi",Enbee,Enbee,3:45
Taish,2020,Rage Infinity,Instrumental,Gaurav Godkhindi,Instrumental,1:43
Taish,2020,Re Bawree (Jahaan Lost In Love),Sona Mohapatra,Govind Vasantha,Hussain Haidry,4:57
Taish,2020,Kol Kol (Reprise),Mohan Kannan,Raghav Sachar,Rohit Sharma,3:39
Taish,2020,All I See Is The (Roshni Si - Reprise),"Preeti Pillai, Armaan Khera",Prashant Pillai,"Hussain Haidry, Armaan Khera",3:20
Taish,2020,Kol Kol Mix,Instrumental,Raghav Sachar,Instrumental,3:34
Laxmii,2020,Burj Khalifa,"Shashi– DJ Khushi , Nikhita Gandhi , Madhubanti",Shashi–DJ Khushi,Gagan Ahuja,3:07
Laxmii,2020,Bam Bholle,Viruss,Ullumanati,Ullumanati,3:40
Laxmii,2020,Start Stop,Raja Hasan,Tanishk Bagchi,Vayu,3:13
Laxmii,2020,Maata Ka Jaagrata,Farhad Samji,Tanishk Bagchi,Farhad Samji,4:57
Ludo,2020,Aabaad Barbaad,Arijit Singh,Pritam,Sandeep Shrivastava,5:09
Ludo,2020,Hardum Humdum (Male),Arijit Singh,Pritam,Sayeed Quadri,3:08
Ludo,2020,Meri Tum Ho,"Jubin Nautiyal , Ash King",Pritam,"Sandeep Shrivastava, Shloke Lal",3:47
Ludo,2020,Dil Julaha,Darshan Raval,Pritam,Swanand Kirkire,3:38
Ludo,2020,Hardum Humdum (Film Version),Arijit Singh,Pritam,Sayeed Quadri,4:25
Ludo,2020,Meri Tum Ho (Unplugged),"Jubin Nautiyal, Ash King",Pritam,"Sandeep Shrivastava, Shloke Lal",3:33
Ludo,2020,Hardum Humdum (Female),Shilpa Rao,Pritam,"Sayeed Quadri, Shloke Lal",3:08
Chhalaang,2020,Care Ni Karda,"Sweetaj Brar, Yo Yo Honey Singh",Yo Yo Honey Singh,"Alfaaz , Yo Yo Honey Singh, Hommie Dilliwala",3:12
Chhalaang,2020,Teri Choriyaan,"Guru Randhawa , Payal Dev",Guru Randhawa–Vee,"Luv Ranjan , Guru Randhawa",2:55
Chhalaang,2020,Le Chhalaang,Daler Mehndi,Hitesh Sonik,Luv Ranjan,3:29
Chhalaang,2020,Deedar De,"Asees Kaur , Dev Negi",Vishal–Shekhar,Panchhi Jalonvi,3:04
Sir,2020,Jeene Mein Kya Jaata Hai,Suvarna Tiwari,Ragav Vagav,,3:01
Sir,2020,Zindagi Ka Feel,Nakash Aziz,Ragav Vagav,,3:04
Suraj Pe Mangal Bhari,2020,Basanti,"Payal Dev , Danish Sabri",Javed - Mohsin,Danish Sabri,3:04
Suraj Pe Mangal Bhari,2020,Waareya (Male Solo Version),"Vibhor Parashar, Javed–Mohsin",Javed–Mohsin,Kunaal Vermaa,3:13
Suraj Pe Mangal Bhari,2020,Ladki Dramebaaz Hai,"Mohsin Shaikh , Jyotica Tangri , Mellow D, Aishwarya Bhandari",Javed–Mohsin,Danish Sabri,3:11
Suraj Pe Mangal Bhari,2020,Dauda Dauda,"Divya Kumar , Javed-Mohsin Rap: Mohsin Shaikh",Javed–Mohsin,Danish Sabri,2:45
Suraj Pe Mangal Bhari,2020,Waareya (Duet Version),"Vibhor Parashar, Palak Muchhal , Javed-Mohsin",Javed - Mohsin,Kunaal Vermaa,4:35
Suraj Pe Mangal Bhari,2020,Suraj Pe Mangal Bhari - Title Track,"Sanj V, Chinmayi Tripathi",Kingshuk Chakravarty,Abhishek Sharma,2:47
Suraj Pe Mangal Bhari,2020,Bad Boys,Mellow D,Kingshuk Chakravarty,Mellow D,1:49
It's My Life,2020,It's My Life,Mika Singh,"Score:, Tubby–Parik, Songs:, Shankar–Ehsaan–Loy",,
It's My Life,2020,Tu Maharani ( Lyrics: Shabbir Ahmed ),"Shankar Mahadevan , Loy Mendonsa , Akriti Kakar , Anusha Mani , Mani Mahadevan","Score:, Tubby–Parik, Songs:, Shankar–Ehsaan–Loy",,
It's My Life,2020,Khamosh Tanhaiyon Mein,"Javed Ali , Hamsika Iyer","Score:, Tubby–Parik, Songs:, Shankar–Ehsaan–Loy",,
It's My Life,2020,Na Samajh Dil,Shaan,"Score:, Tubby–Parik, Songs:, Shankar–Ehsaan–Loy",,
It's My Life,2020,Toot Gayi Dor Koi,Kailash Kher,"Score:, Tubby–Parik, Songs:, Shankar–Ehsaan–Loy",,
It's My Life,2020,Idiot,"K.K. , Earl D'Souza","Score:, Tubby–Parik, Songs:, Shankar–Ehsaan–Loy",,
Darbaan,2020,Khushmizaaj,"Arijit Singh , Amartya Bobo Rahut","Songs:, Amartya Bobo Rahut, Raajeev V. Bhalla, Score:, Rohhan Patel",Manoj Yadav,3:50
Darbaan,2020,Rang Bhariya,"Gujraj Singh, Amrita Singh, Amartya Bobo Rahut","Songs:, Amartya Bobo Rahut, Raajeev V. Bhalla, Score:, Rohhan Patel",Siddhant Kaushal,4:24
Darbaan,2020,Dil Bandar,"Tushar Joshi , Amartya Bobo Rahut","Songs:, Amartya Bobo Rahut, Raajeev V. Bhalla, Score:, Rohhan Patel",Siddhant Kaushal,2:12
Darbaan,2020,Behti Si (Music by Raajeev V. Bhalla),"Raajeev V. Bhalla, Rashi Harmalkar","Songs:, Amartya Bobo Rahut, Raajeev V. Bhalla, Score:, Rohhan Patel",Akshay K. Saxena,3:42
Durgamati,2020,Baras Baras,"B Praak , Altamash Faridi",Tanishk Bagchi,Tanishk Bagchi,3:20
Durgamati,2020,Heer,Malini Awasthi,"Naman Adhikari, Abhinav Sharma, Malini Awasthi",Dipti Misra,4:49
Indoo Ki Jawani,2020,Hasina Pagal Deewani,"Mika Singh , Asees Kaur",Mika Singh,Shabbir Ahmed,3:08
Indoo Ki Jawani,2020,Heelein Toot Gayi,"Badshah , Aastha Gill",Badshah,Badshah,2:50
Indoo Ki Jawani,2020,Dil Tera,"Benny Dayal , Neeti Mohan",Rochak Kohli,"Gurpreet Saini, Gautam G Sharma",3:42
Indoo Ki Jawani,2020,Single Ladies,"Rochak Kohli, Sukh-E , Jonita Gandhi",Rochak Kohli,"Gurpreet Saini, Gautam G Sharma",3:08
Unpaused,2020,Nayi Dhoop,Zara Khan,Tanishk Bagchi,Rashmi Virag,3:21
Unpaused,2020,Ummeed Hai,Jubin Nautiyal,Payal Dev,Kunaal Vermaa,2:42
Unpaused,2020,Badarva,Madhubanti Bagchi,Parth Parekh,Ginny Diwan,1:57
Unpaused,2020,Chaap Tilak,"Shishir A Samant, Sunil Kamath",Shishir A Samant,Traditional ( Amir Khusrau ),3:10
Unpaused,2020,Nayi Dhoop (Reprise),Zara Khan,Tanishk Bagchi,Rashmi Virag,3:19
Unpaused,2020,Mujh Mai Hai Tu,"Fiddlecraft, Gaurav Kadu",Gaurav Kadu,Gaurav Kadu,3:15
Unpaused,2020,Rastey,"Fiddlecraft, Gaurav Kadu",Gaurav Kadu,Gaurav Kadu,1:58
AK vs AK,2020,Khalaas,,"Songs:, Alokananda Dasgupta, Rākhis, Nuka, Background Score:, Alokananda Dasgupta",Kunal Anand Padagle,2:50
AK vs AK,2020,Duniya Badi Gol,,"Songs:, Alokananda Dasgupta, Rākhis, Nuka, Background Score:, Alokananda Dasgupta",Kunal Anand Padagle,1:33
AK vs AK,2020,Ghum,,"Songs:, Alokananda Dasgupta, Rākhis, Nuka, Background Score:, Alokananda Dasgupta",Rajeshwari Dasgupta Ghose,3:37
AK vs AK,2020,Shivali,,"Songs:, Alokananda Dasgupta, Rākhis, Nuka, Background Score:, Alokananda Dasgupta",Rajeshwari Dasgupta Ghose,3:11
Coolie No. 1,2020,Teri Bhabhi,"Dev Negi , Neha Kakkar , Javed–Mohsin",Javed – Mohsin,Danish Sabri,3:22
Coolie No. 1,2020,Husnn Hai Suhaana New,"Chandana Dixit , Abhijeet Bhattacharya",Tanishk Bagchi,Sameer Anjaan,4:27
Coolie No. 1,2020,Mummy Kassam,"Udit Narayan , Ikka , Monali Thakur",Tanishk Bagchi,"Shabbir Ahmed , Ikka",3:32
Coolie No. 1,2020,Mirchi Lagi Toh New,"Kumar Sanu , Alka Yagnik",Lijo George – DJ Chetas,Sameer Anjaan,5:22
Coolie No. 1,2020,Tere Siva,"Renessa Das, Ash King",Tanishk Bagchi,Rashmi Virag,3:07
Coolie No. 1,2020,Coolie No. 1 (Title Track),Raj Pandit,Salim–Sulaiman,Farhad Samji,2:07
Shakeela,2020,Woh Lamha,Vishal Mishra,Veer Samarth,Kumaar,3:27
Shakeela,2020,Taaza,"Prakriti Kakar , Veer Samarth, Saheb Khan",Veer Samarth,Kumaar,3:21
Shakeela,2020,Tera Ishq Satave,"Khushboo Grewal, Meet Bros",Meet Bros,Kumaar,3:18
Sooryavanshi,2021,Aila Re Aillaa,Daler Mehndi,"Tanishk Bagchi , Pritam","Shabbir Ahmed , Nitin Raikwar",2:36
Sooryavanshi,2021,Mere Yaaraa,"Arijit Singh , Neeti Mohan",JAM8,Rashmi Virag,4:45
Sooryavanshi,2021,Najaa,"Pav Dharia, Nikhita Gandhi","Tanishk Bagchi, Pav Dharia","Tanishk Bagchi, Pav Dharia , Manav Sangha, Don Jaan",3:11
Sooryavanshi,2021,Tip Tip,"Udit Narayan , Alka Yagnik","Tanishk Bagchi, Viju Shah","Anand Bakshi ,  Tanishk Bagchi",4:10
Sooryavanshi,2021,Sooryavanshi Theme,Lijo George,Lijo George – Dj Chetas,—,1:48
Bell Bottom,2021,Bell Bottom Theme - Dhoom Tara,Zara Khan,Tanishk Bagchi,Tanishk Bagchi,2:05
Bell Bottom,2021,Marjaawaan,"Gurnazar, Asees Kaur",Gurnazar,Gurnazar,3:45
Bell Bottom,2021,Sakhiyan2.0,"Maninder Buttar, Zara Khan","Maninder Buttar, Tanishk Bagchi","Babbu Maan , Maninder Buttar , Tanishk Bagchi",2:57
Bell Bottom,2021,Tum Aaogey,Armaan Malik,Amaal Mallik,Rashmi Virag,4:44
Bell Bottom,2021,Khair Mangde,Pratibha Singh Baghel,Shantanu Dutta,Seema Saini,3:49
Bell Bottom,2021,Khair Mangde (Male Version),Darshan Raval,Shantanu Dutta,Seema Saini,3:48
