film_name,year,song_name,singer(s),music_director,lyricist,duration
Gandhi Godse – Ek Yudh,2023,Raghupati Raghav Raja Ram,Various Artists,A. R. Rahman,Late Lakshmanacharya,3:04
Gandhi Godse – Ek Yudh,2023,Vaishnav Jan To,Shreya Ghoshal,A. R. Rahman,Narsinh Mehta,5:54
Lost,2023,Mon Re - Title Track,KK,Shantanu Moitra,,4:56
Lost,2023,Roshni,Papon,Shantanu Moitra,,4:39
Lost,2023,Zara Hatke,Madhubanti Bagchi,Shantanu Moitra,,3:28
Lost,2023,Nouka Doobi (Male Version),Swanand Kirkire,Shantanu Moitra,,5:07
Lost,2023,Nouka Doobi (Female Version),Shreya Ghoshal,Shantanu Moitra,,4:59
Lost,2023,Mere Maula,Raja Hassan,Shantanu Moitra,,5:27
Shehzada,2023,Munda Sona Hoon Main,"Diljit Dosanjh , Nikhita Gandhi","Songs:, Pritam, Guest Composer:, Abhijit Vaghani, Background Score:, Julius Packiam",Kumaar,3:50
Shehzada,2023,Chedkhaniyan,"Arijit Singh , Nikhita Gandhi","Songs:, Pritam, Guest Composer:, Abhijit Vaghani, Background Score:, Julius Packiam","Shloke Lal, IP Singh",3:51
Shehzada,2023,Mere Sawaal Ka,"Shashwat Singh , Shalmali Kholgade","Songs:, Pritam, Guest Composer:, Abhijit Vaghani, Background Score:, Julius Packiam",Shloke Lal,4:15
Shehzada,2023,Character Dheela 2.0 (Recreated by Abhijit Vaghani ),"Neeraj Shridhar , Style Bai","Songs:, Pritam, Guest Composer:, Abhijit Vaghani, Background Score:, Julius Packiam","Amitabh Bhattacharya , Ashish Pandit",2:37
Shehzada,2023,Shehzada Title Track,Sonu Nigam,"Songs:, Pritam, Guest Composer:, Abhijit Vaghani, Background Score:, Julius Packiam",Mayur Puri,3:47
Shehzada,2023,Mere Sawaal Ka (King Version),King,"Songs:, Pritam, Guest Composer:, Abhijit Vaghani, Background Score:, Julius Packiam",Shloke Lal,3:09
Selfiee,2023,Main Khiladi,"Udit Narayan , Abhijeet Bhattacharya","Anu Malik , Tanishk Bagchi",Maya Govind,3:07
Selfiee,2023,Kudiyee Ni Teri,"The PropheC , Zahrah S Khan","Tanishk Bagchi , The PropheC",The PropheC Tanishk Bagchi,3:39
Selfiee,2023,Kudi Chamkeeli,Yo Yo Honey Singh,Yo Yo Honey Singh,Yo Yo Honey Singh,4:07
Selfiee,2023,Selfiee Title Song,"Nakash Aziz , Akasa Singh , Nikhita Gandhi , Lijo George- DJ Chetas",Lijo George-DJ Chetas,"Shabbir Ahmed , Azeem Dayani",3:34
Selfiee,2023,Sher,MC Square,Vikram Montrose,Abhinav Shekhar,2:36
Selfiee,2023,Selfiee Theme,Nakash Aziz,Lijo George,,0:57
Selfiee,2023,Selfiee (Aggressive Theme),,Tanishk Bagchi,,2:03
Selfiee,2023,Vaar,"Abhinav Shekhar, Ali Aslam Shah",Vikram Montrose,,2:51
Selfiee,2023,Deewane,"Aditya Yadav, Stebin Ben",Tanishk Bagchi,Kunaal Vermaa,3:57
Gulmohar,2023,Dilkash,Talat Aziz,Siddhartha Khosla,,4:29
Gulmohar,2023,Sapno Ki Pakhi,Kavita Seth,"Siddhartha Khosla, Alan Demoss",,4:39
Gulmohar,2023,Woh Ghar,Utsavi Jha,"Siddhartha Khosla, Alan Demoss",,3:56
Gulmohar,2023,Hori Mein,Kavita Seth,"Siddhartha Khosla, Alan Demoss",,3:03
Mrs. Chatterjee vs Norway,2023,Shubho Shubho,Altamash Faridi,"Songs:, Amit Trivedi, Score:, Hitesh Sonik",,2:56
Mrs. Chatterjee vs Norway,2023,Maa Ke Dil Se,"Javed Ali , Dipakshi Kalita","Songs:, Amit Trivedi, Score:, Hitesh Sonik",,3:33
Mrs. Chatterjee vs Norway,2023,Aami Jaani Re,Madhubanti Bagchi,"Songs:, Amit Trivedi, Score:, Hitesh Sonik",,4:04
Zwigato,2023,Yeh Raat,Sunidhi Chauhan,"Score:, Sagar Desai, Songs:, Hitesh Sonik","Devanshu, Geet",2:29
Am I Next,2023,Makdi Ke Jaale,Shovan Biswas,Tuhin K Biswas,Rahat Kazmi,3:40
Am I Next,2023,Meri Khata,Rohil Bhatia,"Rohit Bhatia, Adif Altaf",Adif Altaf,4:24
Am I Next,2023,Savera,Sukhamrit Soin,Sukhamrit-Sachin,Sukhamrit Soin,3:23
Am I Next,2023,Dil Ronda Hai,Shovan Biswas,Tuhin K Biswas,Rahat Kazmi,3:25
Chor Nikal Ke Bhaga,2023,Janiye,"Vishal Mishra, Rashmeet Kaur","Score:, Ketan Sodha, Songs:, Vishal Mishra",Vishal Mishra,3:43
Bheed,2023,Herail Ba,"Omprakash Yadav, Anurag Saikia",Anurag Saikia,Dr Sagar,5:12
Bheed,2023,Chanda Mama,"Romy, Anurag Saikia",Anurag Saikia,Shakeel Azmi,3:12
Bholaa,2023,Nazar Lag Jayegi,Javed Ali,Ravi Basrur,,3:56
Bholaa,2023,Aadha Main Aadhi Vo,B Praak,Ravi Basrur,,6:18
Bholaa,2023,Paan Dukaniya,"Kanika Kapoor , Swaroop Khan",Ravi Basrur,,3:41
Bholaa,2023,Dil Hai Bholaa,Amit Mishra,Ravi Basrur,,4:46
Bholaa,2023,Aaraaro Aararo,Hariharan,Ravi Basrur,,4:18
Gumraah,2023,Soniye Je,Vishal Mishra,Vishal Mishra,Vishal Mishra,2:40
Gumraah,2023,Ghar Nahi Jana,"Armaan Malik , Zahrah S Khan, Salma Agha",Tanishk Bagchi,Rashmi Virag,3:41
Gumraah,2023,Allah De Bande,"Jubin Nautiyal , Aaman Trikha , Mithoon",Mithoon,Mithoon,4:48
Gumraah,2023,Gumraah (Title Track),"Sachet Tandon , Parampara Thakur",Abhijit Vaghani,Bhrigu Parashar,2:39
Bad Boy,2023,Tera Hua,"Arijit Singh , Jyotica Tangri","Songs:, Himesh Reshammiya, Score:, Raju Singh",Sonia Kapoor,4:40
Bad Boy,2023,Janabe Ali,Himesh Reshammiya,"Songs:, Himesh Reshammiya, Score:, Raju Singh",Himesh Reshammiya,4:03
Bad Boy,2023,Instaa Vich Story,"Himesh Reshammiya, Vineet Singh, Aditi Singh Sharma , Asees Kaur","Songs:, Himesh Reshammiya, Score:, Raju Singh",Kumaar,4:29
Bad Boy,2023,Aalam Na Poocho,"Payal Dev , Raj Barman, Aakritti Mehra","Songs:, Himesh Reshammiya, Score:, Raju Singh",Shabbir Ahmed,4:47
Bad Boy,2023,Saajnaa,Asees Kaur,"Songs:, Himesh Reshammiya, Score:, Raju Singh",Shabbir Ahmed,3:36
Bad Boy,2023,Saajnaa (Reprise),Shaan,"Songs:, Himesh Reshammiya, Score:, Raju Singh",Shabbir Ahmed,5:24
U-Turn,2023,Sajna,Raj Barman,Jeet Gannguli,Kumaar,2:40
U-Turn,2023,Raasta,Asit Tripathi,Arko Pravo Mukherjee,Rashmi Virag,4:12
U-Turn,2023,Sab Adhura,Sundeep Gosswami,Sundeep Gosswami,Sundeep Gosswami & Kanchhan Srivas,3:30
U-Turn,2023,Sajna (female),Prateeksha,Jeet Gannguli,Kumaar,2:41
U-Turn,2023,Raaste (female),Prateeksha,Arko Pravo Mukherjee,Rashmi Virag,4.12
U-Turn,2023,Raaste (reprise),Raj Barman,Arko Pravo Mukherjee,Rashmi Virag,4.12
Chatrapathi,2023,Bareilly Ke Bazaar,"Sunidhi Chauhan , Dev Negi",Tanishk Bagchi,Mayur Puri,3:24
Chatrapathi,2023,Window Taley,"Dev Negi , Jyotica Tangri",Tanishk Bagchi,Shabbir Ahmed,2:54
Chatrapathi,2023,Gamey Gamey,"Armaan Malik , Zahrah S Khan",Tanishk Bagchi,Mayur Puri,2:58
Chatrapathi,2023,Shukriya,"Ash King , Palak Muchhal",Tanishk Bagchi,Mayur Puri,3:13
Music School,2023,Padhte Jao Bachcha,"Priya Mali, Aditya Balaji, Hrithik Jayakish, Padmaja Sreenivasan , Vaimu, Sandeep",Ilaiyaraaja,"Dr. Sagar, Raman Raghuvanshi",4:19
Music School,2023,Teri Nigaahon Mein,"Javed Ali , Shreya Ghoshal",Ilaiyaraaja,"Dr. Sagar, Raman Raghuvanshi",3:17
Music School,2023,Hichkaule,"Karthik , Priya Malli",Ilaiyaraaja,"Dr. Sagar, Raman Raghuvanshi",3:41
Music School,2023,I am from Goa,Srinisha Jayaseelan,Ilaiyaraaja,"Dr. Sagar, Shivani Tibrewala",4:14
Music School,2023,Aa Kar Tu (Christmas Ki Raat),Shaan,Ilaiyaraaja,"Dr. Sagar, Raman Raghuvanshi",4:12
Music School,2023,Only way to the Top,"Rahul Nambiar , Ranjith Govind & Karthik",Ilaiyaraaja,"Shivani Tibrewala, Dr. Sagar, Raman Raghuvanshi",4:57
Music School,2023,IIT to MIT My Song Will Go,"Anitha Karthikeyan , RS Rakthaksh & K Vasudevan",Ilaiyaraaja,"Shivani Tibrewala, Dr. Sagar, Raman Raghuvanshi",4:46
IB71,2023,Vijayi Bhava,Shadaab Faridi,"Score:, Prashanth R Vihari, Songs:, Vikram Montrose",Abhinav Shekhar,4:11
Kathal,2023,Radhe Radhe,Rituraj Mohanty,Ram Sampath,,2:55
Kathal,2023,Nikar Chalo Re,Sona Mohapatra,Ram Sampath,,3:44
Kathal,2023,Lalla Lalli,"Sona Mohapatra, Amjad Bagadwa",Ram Sampath,,2:58
Aazam,2023,Allah Ve Maula Ve,Kailash Kher,Natraj Dastidar,,3:19
8 A.M. Metro,2023,Woh Khuda,Nooran Sisters,Mark K. Robin,"Shahbaaz Khan, Manoj Juloori",3:13
8 A.M. Metro,2023,Ghoomey,Jubin Nautiyal,Mark K. Robin,Manoj Juloori,3:42
8 A.M. Metro,2023,Phir Se Dil Toota,Vishal Mishra,Mark K. Robin,Kausar Munir,3:08
8 A.M. Metro,2023,Hey Fikar,Jonita Gandhi,Mark K. Robin,Kausar Munir,3:01
8 A.M. Metro,2023,Ghoomey (R&B Version),R&B,Mark K. Robin,Manoj Juloori,3:17
8 A.M. Metro,2023,Woh Khuda (Javed Ali Version),Javed Ali,Mark K. Robin,"Shahbaaz Khan, Manoj Juloori",3:27
8 A.M. Metro,2023,Hey Fikar (Suzanne's Version),Suzanne D'Mello,Mark K. Robin,Kausar Munir,2:55
Sirf Ek Bandaa Kaafi Hai,2023,Bandaa Title Track,"Vivek Hariharan, Roy , Enkore","Sangeet-Siddharth, Roy","Sameer , Enkore",2:10
Sirf Ek Bandaa Kaafi Hai,2023,Sahara Tu Mera,"Asees Kaur , Sangeet-Siddharth","Sangeet-Siddharth, Roy",Garima Obrah,4:01
Sirf Ek Bandaa Kaafi Hai,2023,Bandeya,Sonu Nigam,"Sangeet-Siddharth, Roy","Garima Obrah, Sangeet Haldipur",4:46
Jogira Sara Ra Ra,2023,Babua,"Suvarna Tiwari, Anandi Joshi",Hitesh Modak,Lavraj,3:10
Jogira Sara Ra Ra,2023,Torture,"Jonita Gandhi , Meet Bros",Meet Bros,Kumaar,3:37
Jogira Sara Ra Ra,2023,Cocktail,"Nakash Aziz , Nikhita Gandhi",Tanishk Bagchi,Vayu,2:27
Zara Hatke Zara Bachke,2023,Phir Aur Kya Chahiye,Arijit Singh,"Score:, Sandeep Shirodkar, Songs:, Sachin–Jigar",,4:26
Zara Hatke Zara Bachke,2023,Tere Vaaste,"Varun Jain, Sachin-Jigar , Shadaab Faridi , Altamash Faridi","Score:, Sandeep Shirodkar, Songs:, Sachin–Jigar",,3:09
Zara Hatke Zara Bachke,2023,Baby Tujhe Paap Lagega,"Himesh Reshammiya , Sachin-Jigar","Score:, Sandeep Shirodkar, Songs:, Sachin–Jigar",,2:53
Zara Hatke Zara Bachke,2023,Sanjha,"Sachet Tandon , Shilpa Rao , Sachin-Jigar","Score:, Sandeep Shirodkar, Songs:, Sachin–Jigar",,4:57
Bloody Daddy,2023,Likhna Mitana,Neha Karode,Anuj Garg,Dinesh Pant,3:50
Bloody Daddy,2023,Real Talk,GD47,Julius Packiam,GD47,2:55
Bloody Daddy,2023,Issa Vibe,"Badshah , Payal Dev",Badshah,Badshah,2:28
